,id,created_at,full_text,display_text_range,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,retweet_count,favorite_count,possibly_sensitive
151,1402188584246034433,Tue Jun 08 08:59:44 +0000 2021,"Kinder sind keine kleinen Erwachsenen. Dass die Union eine Stärkung der #Kinderrechte im Grundgesetz blockiert, ist folgenschwer. Nach 15 Monaten Bildungsausfall braucht es endlich eine Politik, die Kinder und Jugendliche in den Mittelpunkt stellt. Dafür stehe ich.","[0, 265]",,,False,1047,12677,
152,1401124480605425667,Sat Jun 05 10:31:22 +0000 2021,"Seit Jahren ist die Warteliste für Spenderorgane lang. Gut, dass es ab nächstem Jahr einfacher wird, sich als Spender*in registrieren zu lassen. Großen Dank an alle, die bereits einen #Organspendeausweis haben und sich dadurch bereit erklären, Leben zu retten. #TagderOrganspende","[0, 279]",,,False,224,4578,
153,1400873200385417216,Fri Jun 04 17:52:52 +0000 2021,"Zweitens hat die Bundesregierung gerade die Klimaziele geschärft. Beides richtige Entscheidungen fürs Klima. Entweder, Union und SPD stehen nicht zu ihren eigenen Klimaschutz-Beschlüssen. Oder sie sind nicht ehrlich gegenüber den Wählerinnen und Wählern. 6/6","[0, 258]",2179010672.0,ABaerbock,False,288,5111,
154,1400873199269724160,Fri Jun 04 17:52:52 +0000 2021,"Ich wundere mich sehr, wie widersprüchlich Union und SPD gerade handeln. Erstens hat die Große Koalition einen CO2-Preis selbst eingeführt, der schrittweise steigt. Das bedeutet auch: steigende Benzin- und Heizkosten. 5/6","[0, 221]",2179010672.0,ABaerbock,False,262,4549,
155,1400873198091227141,Fri Jun 04 17:52:52 +0000 2021,"Menschen mit geringem Einkommen verbrauchen meist weniger CO2, sind deshalb nicht so stark von den Preiserhöhungen betroffen und bekommen trotzdem genausoviel Geld zurück wie Menschen mit großem CO2-Fußabdruck, die mehr bezahlen. 4/6","[0, 233]",2179010672.0,ABaerbock,False,190,3284,
156,1400873196933500928,Fri Jun 04 17:52:51 +0000 2021,"Die Einnahmen aus dem #CO2Preis wollen wir über das #Energiegeld pro Kopf als Pauschale zurückgeben. Davon profitieren gerade Menschen mit geringem Einkommen, denn: 3/6","[0, 168]",2179010672.0,ABaerbock,False,170,3196,
157,1400873195725639681,Fri Jun 04 17:52:51 +0000 2021,"In der Debatte um #CO2Preis wird meiner Partei vorgeworfen, wir hätten Menschen mit niedrigen Einkommen nicht im Blick. Das Gegenteil ist der Fall: Wir sind die einzige Partei, die ein konkretes Konzept hat, wie Klimaschutz für alle möglich &amp; bezahlbar ist: das #Energiegeld. 2/6","[0, 283]",2179010672.0,ABaerbock,False,250,3546,
158,1400873194567909380,Fri Jun 04 17:52:51 +0000 2021,"Ich stehe zu meinem Wort: #Klimaschutz lässt sich sozial gestalten, man muss es nur wollen. Und wirtschaftspolitisch ist ohnehin klar: Wir werden Arbeitsplätze, Wettbewerbsfähigkeit und Innovationskraft nur in Deutschland halten können, wenn wir klimaneutral werden. 1/6","[0, 270]",,,False,1413,11526,
159,1400491424261488644,Thu Jun 03 16:35:50 +0000 2021,"Ein Besuch bei Freunden. Der österreichische Bundespräsident und ich haben uns heute darüber ausgetauscht, wie wir die großen Herausforderungen unserer Zeit gemeinsam anpacken können. Denn diese machen keinen Halt an nationalen Grenzen. Danke @vanderbellen für das gute Gespräch. https://t.co/bndQUHcsP9","[0, 279]",,,False,134,2383,False
160,1400409319267606529,Thu Jun 03 11:09:34 +0000 2021,"Wenn das Krankenhaus schließt oder der Bus nicht mehr fährt, bröckelt das Vertrauen in den Staat. Ich möchte den Einsatz für gute #Daseinsvorsorge und gleichwertige Lebensverhältnisse zu einem Leitmotiv der nächsten Bundesregierung machen. 5 Vorschläge 👇 https://t.co/pee4Bf1sx0","[0, 278]",,,False,477,4597,False
161,1400020998427222025,Wed Jun 02 09:26:31 +0000 2021,"Heute gedenke ich Walter #Lübcke. Seine Ermordung vor zwei Jahren war der erste rechtsextrem motivierte Mord an einem Politiker seit der NS-Zeit. Gemeinsam müssen wir Demokratinnen und Demokraten dafür Sorge tragen, Rechtsextremismus entschieden zu bekämpfen. #KeinVergessen","[0, 274]",,,False,585,9309,
162,1396532687905644544,Sun May 23 18:25:13 +0000 2021,"Es braucht ein neues Sanktionspaket der EU, mit dem auch belarusische Staatsunternehmen sanktioniert werden, die Lukaschenkos Rückgrat bilden und die bereits von den USA auf ihre Sanktionsliste genommen wurden. 3/3","[0, 214]",2179010672.0,ABaerbock,False,264,5741,
163,1396532686588624902,Sun May 23 18:25:13 +0000 2021,"Diese beispiellose Eskalation, Bedrohung unserer Freiheit in Europa und massive Gefährdung der europäischen zivilen Luffahrt kann die Europäische Union nicht hinnehmen. 2/3","[0, 172]",2179010672.0,ABaerbock,False,230,5479,
164,1396532685280010247,Sun May 23 18:25:13 +0000 2021,"Die erzwungene Landung kommt einer staatlichen Entführung eines Passagierflugzeuges gleich, um einen Regimekritiker festzunehmen. Wir fordern die sofortige Freilassung von #Protasevich. Er muss umgehend und sicher ausreisen können. Genau wie die anderen politischen Gefangenen.1/3","[0, 280]",,,False,1138,13250,
165,1394685433209106434,Tue May 18 16:04:53 +0000 2021,"Es wäre ein starkes Zeichen, wenn 🇺🇸 und 🇩🇪 gemeinsam auf der #COP26 in Glasgow konkrete Maßnahmen für die nächsten Jahre vorstellen würden. Es geht nicht um Klimaziele in ferner Zukunft, sondern um konkretes Handeln in diesem Jahrzehnt. Darüber hab ich mit @JohnKerry gesprochen. https://t.co/IHcyMxlZMx","[0, 280]",,,False,392,5694,False
166,1393217347930963968,Fri May 14 14:51:15 +0000 2021,"Herzlichen Glückwunsch zur Wiederwahl, lieber @c_lindner. Auf einen fairen politischen Wettbewerb um die besten Ideen fürs Land! #btw21","[0, 135]",,,False,123,6724,
167,1392427972167143428,Wed May 12 10:34:33 +0000 2021,"Herzlichen Glückwunsch, lieber Winfried Kretschmann. Ich wünsche dir gutes Gelingen und viel Erfolg für deine dritte Amtszeit. Glückwunsch auch an die grünen Ministerinnen und Minister - ein starkes Team für Baden-Württemberg. Ich freue mich auf die Zusammenarbeit mit euch.","[0, 274]",,,False,69,2358,
168,1392216000666476546,Tue May 11 20:32:15 +0000 2021,"Die Bilder aus Israel erfüllen mich mit großer Sorge. Ich verurteile die fortlaufenden Raketenangriffe der Hamas aufs Schärfste. Diese müssen sofort beendet werden. Die Gewaltspirale zeigt, wie dringend die Wiederaufnahme von Friedensverhandlungen ist.
https://t.co/eGDhyUtYR8","[0, 276]",,,True,264,3866,False
169,1391327536412561410,Sun May 09 09:41:48 +0000 2021,"Die Europäische Union ist nicht nur eine Antwort auf eine lange, schmerzvolle Geschichte, sondern vor allem ein Zukunftsversprechen. Gemeinsam können wir so viel erreichen. Für Klimaschutz, für ein solidarisches Miteinander, für die Menschenrechte. #Europatag B! https://t.co/pY7GkMjVGz","[0, 262]",,,False,300,4300,False
170,1391294209563447297,Sun May 09 07:29:23 +0000 2021,"Gerade Mütter leisten in der Corona-Pandemie unfassbares, gehen bis an ihre Belastungsgrenzen. Sie verdienen nicht nur Blumen, sondern auch politisch unsere volle Unterstützung. Es ist an der Zeit, die strukturelle Schlechterstellung von Frauen zu beenden. #Muttertag !B https://t.co/GjjjhYQ0gV","[0, 270]",,,False,360,7033,False
171,1391131942368776196,Sat May 08 20:44:35 +0000 2021,"Bilder aus #Kabul sind herzzerreißend. Meine Gedanken sind bei den afghanischen Mädchen, die ihrem Recht auf Bildung nachgehen wollten. 

The news from Kabul are heartbreaking. My heart goes out to all girls fighting for their right of education.

تسليت به مردم شريف #افقانستان. https://t.co/0IiyKedVD3","[0, 278]",,,True,174,2348,False
172,1390991230666956803,Sat May 08 11:25:27 +0000 2021,"Der #TagderBefreiung mahnt uns, die Erinnerung wach zu halten. Es liegt in unseren Händen, Freiheit und Demokratie zu verteidigen. Gegen Faschismus, Rassismus und Antisemtismus. Für ein gemeinsames Europa. #Niewieder","[0, 216]",,,False,618,8735,
173,1390947262277238785,Sat May 08 08:30:44 +0000 2021,"Boris Palmer hat deshalb unsere politische Unterstützung verloren. Nach dem erneuten Vorfall beraten unsere Landes- und Bundesgremien über die entsprechenden Konsequenzen, inklusive Ausschlussverfahren. 2/2","[0, 206]",2179010672.0,ABaerbock,False,951,18572,
174,1390947260129857537,Sat May 08 08:30:44 +0000 2021,"Die Äußerung von Boris #Palmer ist rassistisch und abstoßend. Sich nachträglich auf Ironie zu berufen, macht es nicht ungeschehen. Das Ganze reiht sich ein in immer neue Provokationen, die Menschen ausgrenzen und verletzen. 1/2","[0, 227]",,,False,1958,23341,
175,1390674683910053895,Fri May 07 14:27:36 +0000 2021,"Bringen wir das Klimaschutzsofortprogramm auf den Weg
1)Klimaschutzziel 2030: -70%
2)Schneller Ausbaus v Erneuerbaren Energien 
3)Abbau umweltschädlicher Subventionen
4)#Kohleausstieg vorziehen
5)Ab 2030: nur Neuzulassung emissionsfreier Autos 
6)Klimapakt zum Umbau der Industrie","[0, 280]",2179010672.0,ABaerbock,False,149,2234,
176,1390674430251122692,Fri May 07 14:26:36 +0000 2021,"Wer das Klima schützt, schützt die Freiheit. #Klimaschutz ist nicht einfach nur Umweltpolitik. Es geht ums Ganze. #ErneuerbareEnergien müssen schneller ausgebaut werden. Und wir brauchen eine Politik, die Klimaschutz zum Kern jedes politischen Handelns macht. #KlimaschutzIstJetzt https://t.co/7SmhzShdHO","[0, 280]",,,False,426,4338,False
177,1388454010798096386,Sat May 01 11:23:27 +0000 2021,"Wir brauchen faire Löhne in ganz Deutschland und gleiche Löhne in Ost und West. Der Mindestlohn gehört auf 12 Euro erhöht. Wir wollen investieren in gute Löhne und Arbeitsbedingungen, in gute Kitas, Schulen und in Krankenhäuser.","[0, 228]",2179010672.0,ABaerbock,False,136,3219,
